#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
130604|1973-12-31T08:38:18|0.9574|122.5557|40.3|ISC|ISC|ISC|754024|mb|5.4|NEIS|MINAHASSA PENINSULA, SULAWESI
130568|1973-12-31T03:35:09|-4.9439|130.0102|21.0|ISC|ISC|ISC|754017|mb|4.7|NEIS|BANDA SEA
130391|1973-12-30T10:23:23|9.9623|126.5881|39.8|ISC|ISC|ISC|753983|mb|5.2|NEIS|MINDANAO, PHILIPPINES
130270|1973-12-29T15:41:21|-9.0538|117.5237|84.8|ISC|ISC|ISC|753958|mb|4.8|NEIS|SUMBAWA REGION, INDONESIA
129902|1973-12-28T03:13:39|-11.6055|115.0578|28.0|ISC|ISC|ISC|753892|mb|4.9|NEIS|SOUTH OF BALI, INDONESIA
129867|1973-12-27T19:40:24|0.3608|125.2012|110.0|ISC|ISC|ISC|753885|MB|5.2|MOS|NORTHERN MOLUCCA SEA
129753|1973-12-26T18:25:54|9.5139|122.3654|33.0|ISC|ISC|ISC|753864|MB|5.0|MOS|NEGROS, PHILIPPINES
129444|1973-12-24T07:53:44|-7.8092|130.6077|33.0|ISC|ISC|ISC|753814|mb|5.2|NEIS|TANIMBAR ISLANDS REG., INDONESIA
129405|1973-12-23T23:46:47|1.6184|127.2897|141.1|ISC|ISC|ISC|753806|mb|5.3|NEIS|HALMAHERA, INDONESIA
129336|1973-12-23T11:18:28|-8.1549|126.8729|221.6|ISC|ISC|ISC|753793|mb|5.5|NEIS|TIMOR REGION
129292|1973-12-23T06:04:40|5.2846|125.439|93.9|ISC|ISC|ISC|753783|mb|4.7|NEIS|MINDANAO, PHILIPPINES
129142|1973-12-21T22:52:38|-4.2963|134.0203|18.6|ISC|ISC|ISC|753756|mb|5.3|NEIS|IRIAN JAYA REGION, INDONESIA
129055|1973-12-21T12:02:57|-2.0166|141.1602|35.2|ISC|ISC|ISC|753737|mb|5.3|NEIS|NEAR N COAST OF NEW GUINEA, PNG.
128855|1973-12-20T02:41:37|-2.482|139.9438|33.0|ISC|ISC|ISC|753706|mb|5.0|NEIS|NEAR NORTH COAST OF IRIAN JAYA
128761|1973-12-19T04:42:59|-9.524|119.3887|42.1|ISC|ISC|ISC|753687|mb|6.0|NEIS|SUMBA REGION, INDONESIA
128741|1973-12-18T23:46:38|-1.0177|132.9027|70.6|ISC|ISC|ISC|753684|mb|5.0|NEIS|IRIAN JAYA REGION, INDONESIA
128601|1973-12-17T15:11:56|-4.0348|131.3473|38.4|ISC|ISC|ISC|753656|mb|4.3|NEIS|BANDA SEA
128419|1973-12-16T01:47:34|-6.0927|104.7018|85.5|ISC|ISC|ISC|753623|mb|5.4|NEIS|SUNDA STRAIT, INDONESIA
127906|1973-12-12T22:02:20|6.7483|137.3603|28.0|ISC|ISC|ISC|753527|mb|5.0|NEIS|W. CAROLINE ISLANDS, MICRONESIA
127568|1973-12-10T14:44:08|-0.2109|127.0224|51.3|ISC|ISC|ISC|753462|mb|5.0|NEIS|HALMAHERA, INDONESIA
127327|1973-12-08T12:49:46|3.6715|127.1651|64.6|ISC|ISC|ISC|753420|mb|5.3|NEIS|TALAUD ISLANDS, INDONESIA
127304|1973-12-08T06:10:02|-0.2197|98.3164|22.4|ISC|ISC|ISC|753415|mb|5.7|NEIS|SOUTHERN SUMATRA, INDONESIA
127286|1973-12-08T04:47:59|5.1398|127.5723|111.4|ISC|ISC|ISC|753412|mb|5.0|NEIS|PHILIPPINE ISLANDS REGION
127232|1973-12-07T22:32:40|5.108|127.2707|71.2|ISC|ISC|ISC|753403|mb|4.5|ISC|PHILIPPINE ISLANDS REGION
126555|1973-12-03T02:01:32|-2.8147|139.0962|38.1|ISC|ISC|ISC|753268|mb|5.3|NEIS|NEAR NORTH COAST OF IRIAN JAYA
126461|1973-12-02T13:50:40|0.236|123.6391|160.0|ISC|ISC|ISC|753251|mb|5.1|NEIS|MINAHASSA PENINSULA, SULAWESI
126299|1973-12-01T21:18:27|-1.8597|134.318|49.9|ISC|ISC|ISC|753219|mb|5.1|NEIS|IRIAN JAYA REGION, INDONESIA
126295|1973-12-01T19:58:21|-1.6919|100.8394|33.0|ISC|ISC|ISC|753218|mb|4.9|ISC|SOUTHERN SUMATRA, INDONESIA
126291|1973-12-01T19:53:54|1.6091|99.6022|1.3|ISC|ISC|ISC|753217|mb|4.8|NEIS|NORTHERN SUMATRA, INDONESIA
131098|1973-11-30T16:58:50|1.3317|126.043|25.0|ISC|ISC|ISC|754990|mb|5.5|NEIS|NORTHERN MOLUCCA SEA
130810|1973-11-28T19:49:03|-2.9092|122.2757|76.5|ISC|ISC|ISC|754915|mb|5.7|NEIS|SULAWESI, INDONESIA
130749|1973-11-28T10:59:18|4.1099|128.081|114.2|ISC|ISC|ISC|754898|mb|5.0|NEIS|NORTH OF HALMAHERA, INDONESIA
130715|1973-11-28T07:05:38|2.9362|96.4066|25.6|ISC|ISC|ISC|754889|mb|5.2|NEIS|NORTHERN SUMATRA, INDONESIA
130435|1973-11-26T18:28:23|-9.2039|121.0506|68.7|ISC|ISC|ISC|754836|mb|5.1|NEIS|SAVU SEA
130386|1973-11-26T08:51:13|-6.8552|106.5068|62.0|ISC|ISC|ISC|754826|mb|4.9|NEIS|JAVA, INDONESIA
