time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1993-11-18T07:02:46.300Z,2.339,125.946,112.8,4.7,mb,,,,1.4,us,usp00063uy,2014-11-07T00:54:25.392Z,"Kepulauan Sangihe, Indonesia",earthquake,,20.7,,7,reviewed,us,us
1993-11-17T15:35:12.410Z,-6.379,130.003,156.1,5,mb,,,,0.9,us,usp00063u5,2014-11-07T00:54:25.333Z,"Banda Sea",earthquake,,10.9,,8,reviewed,us,us
1993-11-17T02:42:29.670Z,1.577,124.033,239.5,5.5,mw,,,,1,us,usp00063tf,2016-11-09T23:59:06.276Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,hrv
1993-11-16T11:59:57.510Z,-8.679,111.439,33,4.8,ms,,,,1,us,usp00063sk,2014-11-07T00:54:25.065Z,"Java, Indonesia",earthquake,,,,4,reviewed,us,us
1993-11-16T03:47:35.460Z,7.424,126.439,150,4.9,mb,,,,1.2,us,usp00063s9,2014-11-07T00:54:25.045Z,"Mindanao, Philippines",earthquake,,7.1,,18,reviewed,us,us
1993-11-16T01:13:14.570Z,0.082,123.752,153.1,4.7,mb,,,,1,us,usp00063s2,2014-11-07T00:54:25.029Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,11,reviewed,us,us
1993-11-15T12:34:40.740Z,-10.761,110.804,33,4.6,mb,,,,1.3,us,usp00063rd,2014-11-07T00:54:24.967Z,"south of Java, Indonesia",earthquake,,,,4,reviewed,us,us
1993-11-14T22:07:08.810Z,-6.727,130.185,33,4.5,mb,,,,1,us,usp00063q9,2014-11-07T00:54:24.895Z,"Banda Sea",earthquake,,,,2,reviewed,us,us
1993-11-14T19:49:31.600Z,-5.938,104.188,86,5.1,mb,,,,1.1,us,usp00063q4,2014-11-07T00:54:24.873Z,"southern Sumatra, Indonesia",earthquake,,10.7,,32,reviewed,us,us
1993-11-14T07:10:24.040Z,-11.517,116.891,33,5,mb,,,,1.1,us,usp00063pc,2014-11-07T00:54:24.805Z,"south of Lombok, Indonesia",earthquake,,,,18,reviewed,us,us
1993-11-14T05:55:36.650Z,-8.151,123.428,33,4,mb,,,,1.6,us,usp00063pa,2014-11-07T00:54:24.802Z,"Flores region, Indonesia",earthquake,,,,1,reviewed,us,us
1993-11-13T23:44:22.860Z,3.211,128.151,33,5.2,mb,,,,1.1,us,usp00063nz,2014-11-07T00:54:24.749Z,"north of Halmahera, Indonesia",earthquake,,,,26,reviewed,us,us
1993-11-13T22:42:10.550Z,-7.608,127.65,33,5.1,mb,,,,1.4,us,usp00063ny,2014-11-07T00:54:24.741Z,"Kepulauan Barat Daya, Indonesia",earthquake,,,,24,reviewed,us,us
1993-11-13T20:30:06.920Z,9.843,126.225,33,4.5,mb,,,,1.3,us,usp00063nv,2014-11-07T00:54:24.733Z,"Mindanao, Philippines",earthquake,,,,9,reviewed,us,us
1993-11-13T01:05:45.630Z,9.829,126.88,33,4.2,mb,,,,1.3,us,usp00063mh,2014-11-07T00:54:24.496Z,"Mindanao, Philippines",earthquake,,,,1,reviewed,us,us
1993-11-12T19:19:07.490Z,4.773,127.558,107,5,mb,,,,0.8,us,usp00063m7,2014-11-07T00:54:24.451Z,"Kepulauan Talaud, Indonesia",earthquake,,,,30,reviewed,us,us
1993-11-12T07:16:24.930Z,-7.917,127.639,115.6,4.5,mb,,,,0.5,us,usp00063jy,2014-11-07T00:54:24.316Z,"Kepulauan Barat Daya, Indonesia",earthquake,,35.2,,1,reviewed,us,us
1993-11-12T05:17:23.900Z,-5.185,138.848,33,4.3,mb,,,,0.8,us,usp00063ju,2014-11-07T00:54:24.300Z,"near the south coast of Papua, Indonesia",earthquake,,,,2,reviewed,us,us
1993-11-10T17:35:30.040Z,2.903,128.665,33,4.9,mb,,,,0.7,us,usp00063fv,2014-11-07T00:54:23.860Z,"Halmahera, Indonesia",earthquake,,,,6,reviewed,us,us
1993-11-09T13:40:05.610Z,-4.201,139.455,33,4.7,mb,,,,1.3,us,usp00063du,2014-11-07T00:54:23.321Z,"Papua, Indonesia",earthquake,,,,1,reviewed,us,us
1993-11-08T21:14:46.540Z,-5.709,129.69,198.6,4.8,mb,,,,1,us,usp00063cw,2014-11-07T00:54:22.909Z,"Banda Sea",earthquake,,7,,18,reviewed,us,us
1993-11-08T18:10:05.190Z,-0.707,99.047,33,4.8,mb,,,,0.6,us,usp00063cn,2014-11-07T00:54:22.839Z,"southern Sumatra, Indonesia",earthquake,,,,6,reviewed,us,us
1993-11-08T16:43:08.100Z,2.913,125.412,194.3,4.9,mb,,,,1.2,us,usp00063ck,2014-11-07T00:54:22.833Z,"Kepulauan Sangihe, Indonesia",earthquake,,13.6,,29,reviewed,us,us
1993-11-08T15:46:46.460Z,-9.285,128.545,115.5,3.6,mb,,,,1.1,us,usp00063cd,2014-11-07T00:54:22.813Z,"Timor Sea",earthquake,,42,,1,reviewed,us,us
1993-11-08T11:47:30.160Z,-7.53,128.278,132.4,4.3,mb,,,,1.3,us,usp00063c3,2014-11-07T00:54:22.790Z,"Kepulauan Barat Daya, Indonesia",earthquake,,26,,3,reviewed,us,us
1993-11-08T01:40:49.030Z,-9.537,119.168,33,4.2,mb,,,,1.1,us,usp00063bg,2014-11-07T00:54:22.740Z,"Sumba region, Indonesia",earthquake,,,,1,reviewed,us,us
1993-11-07T02:33:38.300Z,2.258,128.769,33,4.4,mb,,,,0.5,us,usp000639u,2014-11-07T00:54:22.509Z,"Halmahera, Indonesia",earthquake,,,,3,reviewed,us,us
1993-11-06T21:20:23.030Z,7.208,127.12,10,4.7,mb,,,,1.4,us,usp000639g,2014-11-07T00:54:22.327Z,"Philippine Islands region",earthquake,,,,3,reviewed,us,us
1993-11-06T04:35:42.510Z,1.464,126.311,74.5,5,mb,,,,1.2,us,usp000638h,2014-11-07T00:54:22.075Z,"Molucca Sea",earthquake,,15.3,,22,reviewed,us,us
1993-11-05T07:02:06.110Z,-7.033,106.101,74.8,5.2,mw,,,,1.1,us,usp0006375,2016-11-09T23:53:44.662Z,"Java, Indonesia",earthquake,,8.2,,,reviewed,us,hrv
1993-11-05T00:08:27.250Z,9.225,127.309,33,4.4,mb,,,,1.1,us,usp000636r,2014-11-07T00:54:21.564Z,"Philippine Islands region",earthquake,,,,4,reviewed,us,us
1993-11-04T20:59:21.740Z,-7.507,128.709,150,4.6,mb,,,,1,us,usp000636j,2014-11-07T00:54:21.525Z,"Kepulauan Barat Daya, Indonesia",earthquake,,,,2,reviewed,us,us
1993-11-04T16:26:51.810Z,1.331,127.062,113.6,4.7,mb,,,,0.6,us,usp0006368,2014-11-07T00:54:21.488Z,"Halmahera, Indonesia",earthquake,,10.4,,3,reviewed,us,us
1993-11-04T13:40:37.200Z,0.13,126.121,54.4,4.7,mb,,,,1.2,us,usp0006364,2014-11-07T00:54:21.465Z,"Molucca Sea",earthquake,,,,10,reviewed,us,us
1993-11-04T07:55:38.710Z,-9.776,123.071,62.3,4.7,mb,,,,1.5,us,usp000635g,2014-11-07T00:54:21.292Z,"Timor region, Indonesia",earthquake,,22.9,,4,reviewed,us,us
1993-11-03T14:54:44.790Z,-5.667,134.038,33,4.4,mb,,,,1.3,us,usp000634d,2014-11-07T00:54:20.870Z,"Kepulauan Aru region, Indonesia",earthquake,,,,1,reviewed,us,us
1993-11-03T00:10:42.420Z,-11.457,119.144,33,4.5,mb,,,,1.1,us,usp000633e,2014-11-07T00:54:20.642Z,"south of Sumba, Indonesia",earthquake,,,,5,reviewed,us,us
1993-11-02T22:18:35.990Z,-6.727,129.862,173.2,5,mb,,,,1.1,us,usp000633c,2014-11-07T00:54:20.631Z,"Banda Sea",earthquake,,16.1,,7,reviewed,us,us
1993-11-02T15:40:16.360Z,-5.231,134.727,33,4.7,mb,,,,1.5,us,usp000632u,2014-11-07T00:54:20.533Z,"Kepulauan Aru region, Indonesia",earthquake,,,,4,reviewed,us,us
1993-11-02T12:33:57.370Z,-5.473,101.907,33,4.6,mb,,,,1,us,usp000632p,2014-11-07T00:54:20.511Z,"southwest of Sumatra, Indonesia",earthquake,,,,4,reviewed,us,us
1993-11-02T09:57:33.040Z,1.605,128.89,102.7,4.8,mb,,,,1.1,us,usp000632j,2014-11-07T00:54:20.474Z,"Halmahera, Indonesia",earthquake,,14.1,,14,reviewed,us,us
1993-11-01T13:54:18.700Z,-2.955,126.25,33,4.8,mb,,,,0.7,us,usp0006319,2014-11-07T00:54:19.402Z,"Ceram Sea, Indonesia",earthquake,,,,5,reviewed,us,us
1993-11-01T00:01:19.650Z,2.042,98.121,83.7,5.3,mw,,,,0.9,us,usp00062zz,2016-11-09T23:52:01.393Z,"northern Sumatra, Indonesia",earthquake,,8.3,,,reviewed,us,hrv
1993-10-31T17:02:54.850Z,4.647,125.783,190.1,5.1,mb,,,,1.2,us,usp00062zn,2014-11-07T00:54:16.462Z,"Kepulauan Sangihe, Indonesia",earthquake,,6.3,,25,reviewed,us,us
1993-10-30T02:25:56.530Z,-7.627,119.962,224.8,4.8,mb,,,,0.6,us,usp00062wz,2014-11-07T00:54:16.174Z,"Flores Sea",earthquake,,37.5,,5,reviewed,us,us
1993-10-29T21:09:12.340Z,-7.046,131.148,108.7,4.1,mb,,,,1,us,usp00062wk,2014-11-07T00:54:16.138Z,"Kepulauan Tanimbar, Indonesia",earthquake,,16.2,,2,reviewed,us,us
1993-10-28T09:50:06.310Z,-6.879,128.785,182.2,5.1,mb,,,,1.1,us,usp00062ue,2014-11-07T00:54:15.880Z,"Banda Sea",earthquake,,7.3,,26,reviewed,us,us
1993-10-28T05:37:55.040Z,-6.982,129.531,113.7,4.9,mb,,,,1.3,us,usp00062u0,2014-11-07T00:54:15.841Z,"Banda Sea",earthquake,,12.9,,8,reviewed,us,us
1993-10-27T07:18:47.340Z,6.946,125.653,45.6,5.2,mw,,,,1.1,us,usp00062sa,2016-11-09T23:49:34.820Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
1993-10-26T09:19:16.590Z,-5.622,133.785,33,4.9,mb,,,,0.9,us,usp00062qp,2014-11-07T00:54:15.476Z,"Kepulauan Kai, Indonesia",earthquake,,,,13,reviewed,us,us
1993-10-26T04:28:13.240Z,-7.401,128.42,125.4,4.4,mb,,,,1.1,us,usp00062q4,2014-11-07T00:54:15.439Z,"Kepulauan Barat Daya, Indonesia",earthquake,,18.8,,4,reviewed,us,us
1993-10-25T08:39:19.830Z,-7.851,130.128,33,5.3,mw,,,,1.1,us,usp00062mu,2016-11-09T23:48:29.363Z,"Kepulauan Tanimbar, Indonesia",earthquake,,,,,reviewed,us,hrv
1993-10-25T06:44:25.960Z,-5.455,135.735,33,3.9,mb,,,,1.2,us,usp00062mq,2014-11-07T00:54:15.138Z,"off the south coast of Papua, Indonesia",earthquake,,,,2,reviewed,us,us
1993-10-25T02:16:39.560Z,-6.999,129.25,16.6,5,mb,,,,1.3,us,usp00062mc,2014-11-07T00:54:15.109Z,"Banda Sea",earthquake,,13,,10,reviewed,us,us
1993-10-24T20:31:56.640Z,-3.502,126.428,33,5,mb,,,,1.1,us,usp00062m0,2014-11-07T00:54:15.064Z,"Buru, Indonesia",earthquake,,,,20,reviewed,us,us
1993-10-24T03:19:42.980Z,-4.359,129.086,189.7,5.1,mb,,,,0.9,us,usp00062j9,2014-11-07T00:54:14.801Z,"Banda Sea",earthquake,,4,,49,reviewed,us,us
1993-10-23T07:22:31.330Z,1.873,122.435,52.8,5.3,mw,,,,1,us,usp00062gs,2016-11-09T23:47:34.597Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,hrv
1993-10-22T15:30:30.930Z,-0.157,123.047,156.2,5,mb,,,,1.2,us,usp00062fh,2014-11-07T00:54:14.411Z,"Sulawesi, Indonesia",earthquake,,,,26,reviewed,us,us
1993-10-21T22:59:18.710Z,-7.988,128.26,67.4,4.2,mb,,,,0.9,us,usp00062dt,2014-11-07T00:54:14.164Z,"Kepulauan Barat Daya, Indonesia",earthquake,,26.4,,1,reviewed,us,us
1993-10-21T22:20:37.070Z,-9.436,120.347,33,4.3,mb,,,,0.6,us,usp00062dr,2014-11-07T00:54:14.157Z,"Sumba region, Indonesia",earthquake,,,,3,reviewed,us,us
1993-10-21T18:07:33.690Z,0.006,126.012,33,4.8,mb,,,,1,us,usp00062db,2014-11-07T00:54:14.105Z,"Molucca Sea",earthquake,,,,7,reviewed,us,us
1993-10-21T15:08:33.780Z,-4.731,135.215,10,4.4,mb,,,,0.5,us,usp00062d3,2014-11-07T00:54:14.088Z,"near the south coast of Papua, Indonesia",earthquake,,,,2,reviewed,us,us
1993-10-21T13:35:51.000Z,-6.521,131.233,85,5.2,mb,,,,1.4,us,usp00062cw,2014-11-07T00:54:14.071Z,"Kepulauan Tanimbar, Indonesia",earthquake,,21.7,,1,reviewed,us,us
1993-10-21T05:14:41.670Z,-2.61,138.173,33,5,mb,,,,1.4,us,usp00062c0,2014-11-07T00:54:14.000Z,"Papua, Indonesia",earthquake,,,,1,reviewed,us,us
1993-10-20T18:08:21.740Z,-7.465,130.559,21.5,4.9,mb,,,,1.2,us,usp00062be,2014-11-07T00:54:13.950Z,"Kepulauan Tanimbar, Indonesia",earthquake,,,,13,reviewed,us,us
1993-10-20T16:29:18.920Z,-2.811,142.011,25.7,5.3,mb,,,,1.1,us,usp00062ba,2014-11-07T00:54:13.931Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,,,,49,reviewed,us,us
1993-10-20T13:47:53.540Z,6.235,126.262,33,4.6,mb,,,,1.1,us,usp00062aw,2014-11-07T00:54:13.899Z,"Mindanao, Philippines",earthquake,,,,2,reviewed,us,us
1993-10-20T07:21:27.020Z,-6.722,128.719,33,4.4,mb,,,,1.7,us,usp00062a9,2014-11-07T00:54:13.852Z,"Banda Sea",earthquake,,,,2,reviewed,us,us
1993-10-18T22:21:52.010Z,-3.188,134.382,33,4.7,mb,,,,1.4,us,usp0006280,2014-11-07T00:54:13.606Z,"Papua, Indonesia",earthquake,,,,4,reviewed,us,us
1993-10-18T21:42:13.050Z,9.984,125.428,33,4.4,mb,,,,0.8,us,usp000627w,2014-11-07T00:54:13.587Z,"Mindanao, Philippines",earthquake,,,,4,reviewed,us,us
1993-10-16T10:52:25.900Z,7.472,123.447,30.8,5.8,mw,,,,1.2,us,usp0006239,2020-04-17T23:13:39.907Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
1993-10-16T07:41:02.450Z,-6.14,128.94,33,4.7,mb,,,,1.5,us,usp000622v,2014-11-07T00:54:12.898Z,"Banda Sea",earthquake,,,,4,reviewed,us,us
1993-10-16T02:24:20.560Z,8.971,126.724,37.3,4.9,mb,,,,1.5,us,usp000622m,2014-11-07T00:54:12.819Z,"Mindanao, Philippines",earthquake,,,,12,reviewed,us,us
1993-10-15T21:31:37.380Z,4.214,127.797,126,5.3,mb,,,,1,us,usp000622b,2014-11-07T00:54:12.772Z,"Kepulauan Talaud, Indonesia",earthquake,,14.4,,16,reviewed,us,us
1993-10-15T01:12:19.870Z,3.274,127.08,33,4.8,mb,,,,1.3,us,usp000620y,2014-11-07T00:54:12.667Z,"Kepulauan Talaud, Indonesia",earthquake,,,,8,reviewed,us,us
1993-10-14T13:30:04.230Z,-7.47,128.319,133.8,4.7,mb,,,,1,us,usp00061zv,2014-11-07T00:54:12.566Z,"Kepulauan Barat Daya, Indonesia",earthquake,,16.8,,7,reviewed,us,us
1993-10-14T13:11:39.430Z,-11.221,115.23,33,4.9,mb,,,,0.9,us,usp00061zt,2014-11-07T00:54:12.537Z,"south of Bali, Indonesia",earthquake,,,,12,reviewed,us,us
1993-10-14T07:18:23.610Z,5.528,94.722,77.5,4.8,mb,,,,1.1,us,usp00061z2,2014-11-07T00:54:12.473Z,"northern Sumatra, Indonesia",earthquake,,17.1,,16,reviewed,us,us
1993-10-13T07:08:36.000Z,-8.438,106.817,33,5.1,mb,,,,1.5,us,usp00061wn,2014-11-07T00:54:12.263Z,"south of Java, Indonesia",earthquake,,,,1,reviewed,us,us
1993-10-13T00:52:33.630Z,7.576,121.484,43.5,5.5,mw,,,,1.1,us,usp00061vw,2016-11-09T23:42:47.919Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
1993-10-12T22:22:47.420Z,1.441,127.108,33,4.9,mb,,,,0.8,us,usp00061vs,2014-11-07T00:54:12.053Z,"Halmahera, Indonesia",earthquake,,,,4,reviewed,us,us
1993-10-10T12:42:34.050Z,-3.935,103.702,33,4.7,mb,,,,1.4,us,usp00061rs,2014-11-07T00:54:11.472Z,"southern Sumatra, Indonesia",earthquake,,,,11,reviewed,us,us
1993-10-09T09:19:48.420Z,3.54,129.936,194.7,4.5,mb,,,,1.3,us,usp00061q0,2014-11-07T00:54:11.263Z,"north of Halmahera, Indonesia",earthquake,,22.4,,6,reviewed,us,us
1993-10-09T09:09:48.610Z,2.68,128.603,33,4.6,mb,,,,0.6,us,usp00061px,2014-11-07T00:54:11.257Z,"Halmahera, Indonesia",earthquake,,,,2,reviewed,us,us
1993-10-08T05:16:10.170Z,5.567,126.517,91.9,5.3,mw,,,,1.1,us,usp00061nd,2016-11-09T23:40:45.438Z,"Mindanao, Philippines",earthquake,,3.6,,,reviewed,us,hrv
1993-10-07T05:08:28.350Z,6.189,126.43,127.8,4.7,mb,,,,0.7,us,usp00061kx,2014-11-07T00:54:10.925Z,"Mindanao, Philippines",earthquake,,9.1,,6,reviewed,us,us
1993-10-06T18:16:44.410Z,3.442,127.035,52.1,4.8,mb,,,,1.2,us,usp00061kc,2014-11-07T00:54:10.877Z,"Kepulauan Talaud, Indonesia",earthquake,,9.4,,15,reviewed,us,us
1993-10-06T10:55:49.650Z,-3.646,136.284,24.6,5,mb,,,,0.7,us,usp00061ju,2014-11-07T00:54:10.834Z,"Papua, Indonesia",earthquake,,,,8,reviewed,us,us
1993-10-06T09:18:44.630Z,-4.083,129.668,28.2,4.9,mw,,,,1.1,us,usp00061jn,2016-11-09T23:39:47.944Z,"Banda Sea",earthquake,,7.9,,,reviewed,us,hrv
1993-10-06T05:20:39.960Z,-6.085,129.154,37.2,4.7,mb,,,,1.3,us,usp00061jf,2014-11-07T00:54:10.800Z,"Banda Sea",earthquake,,15.9,,6,reviewed,us,us
1993-10-06T02:16:39.770Z,-6.817,129.237,200.6,4.4,mb,,,,1.3,us,usp00061j6,2014-11-07T00:54:10.784Z,"Banda Sea",earthquake,,24.8,,1,reviewed,us,us
1993-10-05T05:09:45.760Z,-6.13,128.965,13.1,6.6,mwb,,,,1.2,us,usp00061gr,2016-11-10T00:47:54.894Z,"Banda Sea",earthquake,,,,,reviewed,us,us
1993-10-05T04:05:06.920Z,-3.142,129.451,102,4.7,mb,,,,1,us,usp00061gn,2014-11-07T00:54:10.578Z,"Seram, Indonesia",earthquake,,44.4,,5,reviewed,us,us
1993-10-04T16:43:38.300Z,-7.723,131.027,52.1,4.9,mb,,,,1.2,us,usp00061fy,2014-11-07T00:54:10.165Z,"Kepulauan Tanimbar, Indonesia",earthquake,,9.8,,8,reviewed,us,us
1993-10-04T06:29:29.350Z,-6.171,142.609,33,4.2,mb,,,,1.5,us,usp00061f1,2014-11-07T00:54:09.857Z,"New Guinea, Papua New Guinea",earthquake,,,,2,reviewed,us,us
1993-10-03T18:12:11.160Z,-9.763,114.471,33,4.3,mb,,,,1,us,usp00061e9,2014-11-07T00:54:09.680Z,"south of Bali, Indonesia",earthquake,,,,3,reviewed,us,us
1993-10-03T08:15:54.360Z,5.207,125.374,198.3,5,mb,,,,1.1,us,usp00061df,2014-11-07T00:54:09.467Z,"Mindanao, Philippines",earthquake,,6.6,,31,reviewed,us,us
1993-10-03T08:13:14.410Z,-8.658,121.652,168.4,4.8,mb,,,,1.2,us,usp00061de,2014-11-07T00:54:09.462Z,"Flores region, Indonesia",earthquake,,16.4,,2,reviewed,us,us
1993-10-02T14:53:04.730Z,9.325,127.098,10,4.4,mb,,,,1.3,us,usp00061ch,2014-11-07T00:54:09.127Z,"Philippine Islands region",earthquake,,,,4,reviewed,us,us
1993-10-02T10:30:17.340Z,4.763,94.96,69.8,5.3,mb,,,,0.9,us,usp00061cc,2014-11-07T00:54:09.073Z,"off the west coast of northern Sumatra",earthquake,,,,82,reviewed,us,us
1993-10-02T06:52:52.220Z,1.592,126.77,100.8,5.2,mb,,,,0.9,us,usp00061c4,2014-11-07T00:54:08.746Z,"Molucca Sea",earthquake,,9.7,,18,reviewed,us,us
1993-09-30T13:31:00.300Z,6.516,126.457,33,5.1,mb,,,,1.3,us,usp000619b,2014-11-07T00:54:05.207Z,"Mindanao, Philippines",earthquake,,,,22,reviewed,us,us
1993-09-30T05:41:15.070Z,-1.681,100.573,68.7,5.3,mb,,,,1,us,usp000618z,2014-11-07T00:54:04.960Z,"southern Sumatra, Indonesia",earthquake,,11,,54,reviewed,us,us
1993-09-30T01:04:05.630Z,4.259,126.743,88.3,4.7,mb,,,,1.1,us,usp000618p,2014-11-07T00:54:04.730Z,"Kepulauan Talaud, Indonesia",earthquake,,13.6,,9,reviewed,us,us
1993-09-29T11:16:03.540Z,0.494,121.528,96.6,6.4,mw,,,,1.2,us,usp000617r,2020-04-17T23:13:15.081Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,hrv
1993-09-29T06:00:22.360Z,-0.168,125.212,33,4.3,mb,,,,1.4,us,usp0006170,2014-11-07T00:54:03.555Z,"Molucca Sea",earthquake,,,,4,reviewed,us,us
1993-09-29T03:28:27.940Z,-6.036,142.727,10,4.3,mb,,,,0.4,us,usp000616v,2014-11-07T00:54:03.395Z,"New Guinea, Papua New Guinea",earthquake,,,,1,reviewed,us,us
1993-09-28T17:39:26.850Z,2.543,128.454,33,4.6,mb,,,,1,us,usp0006169,2014-11-07T00:54:03.352Z,"Halmahera, Indonesia",earthquake,,,,8,reviewed,us,us
1993-09-28T11:21:19.640Z,-10.839,118.318,10,3.9,mb,,,,1.7,us,usp000615v,2014-11-07T00:54:03.323Z,"south of Sumbawa, Indonesia",earthquake,,,,3,reviewed,us,us
1993-09-28T09:58:32.730Z,-7.402,129.799,131.8,4.3,mb,,,,0.3,us,usp000615p,2014-11-07T00:54:03.316Z,"Kepulauan Babar, Indonesia",earthquake,,58.1,,2,reviewed,us,us
1993-09-27T16:07:26.960Z,9.74,126.947,33,4.3,mb,,,,1.8,us,usp000614p,2014-11-07T00:54:03.226Z,"Mindanao, Philippines",earthquake,,,,3,reviewed,us,us
1993-09-27T12:34:05.720Z,8.535,126.674,58.3,4.9,mb,,,,1.2,us,usp000614c,2014-11-07T00:54:03.165Z,"Mindanao, Philippines",earthquake,,8.8,,27,reviewed,us,us
1993-09-27T04:20:48.910Z,-8.413,121.739,33,5.2,mb,,,,0.9,us,usp000613r,2014-11-07T00:54:03.097Z,"Flores region, Indonesia",earthquake,,,,21,reviewed,us,us
1993-09-27T04:11:15.500Z,-5.917,130.58,104,4.6,mb,,,,0.9,us,usp000613q,2014-11-07T00:54:03.095Z,"Banda Sea",earthquake,,19.7,,2,reviewed,us,us
1993-09-27T00:30:20.720Z,-3.659,132.187,33,4.2,mb,,,,1.2,us,usp000613f,2014-11-07T00:54:03.076Z,"near the south coast of Papua, Indonesia",earthquake,,,,1,reviewed,us,us
1993-09-26T17:39:24.710Z,5.664,127.16,147.7,4.9,mb,,,,1,us,usp0006133,2014-11-07T00:54:03.048Z,"Philippine Islands region",earthquake,,7.5,,24,reviewed,us,us
1993-09-26T15:59:03.240Z,2.028,126.473,14.3,5.2,mb,,,,1,us,usp000612z,2014-11-07T00:54:03.032Z,"Molucca Sea",earthquake,,,,40,reviewed,us,us
1993-09-26T05:29:30.490Z,-5.182,141.554,10,4.6,mb,,,,1,us,usp0006124,2014-11-07T00:54:02.838Z,"New Guinea, Papua New Guinea",earthquake,,,,2,reviewed,us,us
1993-09-26T03:31:14.630Z,9.997,138.222,10,6.3,mw,,,,1.1,us,usp0006122,2016-11-10T00:46:58.900Z,"State of Yap, Federated States of Micronesia",earthquake,,,,,reviewed,us,hrv
1993-09-25T15:41:45.240Z,-3.389,130.485,33,4.8,mb,,,,1.3,us,usp000611e,2014-11-07T00:54:02.714Z,"Seram, Indonesia",earthquake,,,,1,reviewed,us,us
1993-09-25T02:33:25.050Z,0.799,100.63,33,4.5,mb,,,,1.1,us,usp0006106,2014-11-07T00:54:02.612Z,"northern Sumatra, Indonesia",earthquake,,,,4,reviewed,us,us
1993-09-24T16:35:50.090Z,-3.965,129.943,33,4.8,mb,,,,1.1,us,usp00060z7,2014-11-07T00:54:02.513Z,"Seram, Indonesia",earthquake,,,,14,reviewed,us,us
1993-09-24T16:17:26.000Z,-9.562,122.457,33,4.7,mb,,,,1.4,us,usp00060z6,2014-11-07T00:54:02.509Z,"Savu Sea",earthquake,,,,10,reviewed,us,us
1993-09-24T08:55:18.860Z,-7.6,119.379,281.6,5,mb,,,,1.2,us,usp00060yp,2014-11-07T00:54:02.478Z,"Flores Sea",earthquake,,9.4,,9,reviewed,us,us
1993-09-24T00:57:25.590Z,6.087,125.376,101.8,5.4,mw,,,,1,us,usp00060y9,2016-11-09T23:33:42.122Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
1993-09-23T22:05:17.670Z,1.01,126.469,68.5,4.6,mb,,,,1,us,usp00060y3,2014-11-07T00:54:02.345Z,"Molucca Sea",earthquake,,15.8,,9,reviewed,us,us
1993-09-23T21:59:55.460Z,-4.278,102.824,79.5,4.9,mb,,,,0.7,us,usp00060y1,2014-11-07T00:54:02.341Z,"southern Sumatra, Indonesia",earthquake,,19.4,,6,reviewed,us,us
1993-09-23T10:58:12.330Z,9.03,121.747,35.9,4.9,mb,,,,0.9,us,usp00060xd,2014-11-07T00:54:02.273Z,"Sulu Sea",earthquake,,,,25,reviewed,us,us
1993-09-23T02:52:05.170Z,1.313,120.446,33,5.2,mb,,,,1.5,us,usp00060wh,2014-11-07T00:54:02.191Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,1,reviewed,us,us
1993-09-22T23:22:41.570Z,5.161,126.905,33,4.8,mb,,,,1.4,us,usp00060w8,2014-11-07T00:54:02.173Z,"Mindanao, Philippines",earthquake,,,,3,reviewed,us,us
1993-09-20T23:04:12.610Z,-5.225,102.829,39.3,5.6,mw,,,,1.1,us,usp00060q5,2016-11-09T23:31:56.480Z,"southern Sumatra, Indonesia",earthquake,,,,,reviewed,us,hrv
1993-09-20T10:50:37.270Z,-4.782,134.211,33,4.7,mb,,,,1.4,us,usp00060pb,2014-11-07T00:53:59.655Z,"near the south coast of Papua, Indonesia",earthquake,,,,5,reviewed,us,us
1993-09-20T10:18:31.350Z,-4.628,134.446,17.8,5.2,ms,,,,1,us,usp00060pa,2014-11-07T00:53:59.648Z,"near the south coast of Papua, Indonesia",earthquake,,,,3,reviewed,us,us
1993-09-20T02:35:43.030Z,6.028,127.005,33,4.3,mb,,,,1.2,us,usp00060nn,2014-11-07T00:53:59.389Z,"Philippine Islands region",earthquake,,,,3,reviewed,us,us
1993-09-18T11:17:42.230Z,6.182,133.618,22.4,5.2,mb,,,,1.1,us,usp00060k4,2014-11-07T00:53:59.022Z,"Palau region",earthquake,,,,30,reviewed,us,us
1993-09-18T01:40:38.440Z,8.711,122.471,30,4.6,ms,,,,1.4,us,usp00060jj,2014-11-07T00:53:58.891Z,"Mindanao, Philippines",earthquake,,,,4,reviewed,us,us
1993-09-18T00:27:47.940Z,1.632,126.77,39.8,5.6,mw,,,,1.2,us,usp00060je,2016-11-09T23:31:02.139Z,"Molucca Sea",earthquake,,,,,reviewed,us,hrv
