#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
173255|1976-12-31T23:19:56|-3.8588|127.7555|15.8|ISC|ISC|ISC|705391|mb|5.3|NEIS|SERAM, INDONESIA
173245|1976-12-31T21:10:00|-2.6709|135.8399|25.5|ISC|ISC|ISC|705387|mb|5.4|NEIS|IRIAN JAYA REGION, INDONESIA
172930|1976-12-29T18:46:22|-1.9331|120.2837|67.5|ISC|ISC|ISC|705305|mb|5.2|NEIS|SULAWESI, INDONESIA
172838|1976-12-29T06:10:35|0.3417|123.4927|246.5|ISC|ISC|ISC|705282|mb|4.3|NEIS|MINAHASSA PENINSULA, SULAWESI
172662|1976-12-28T01:10:46|-2.1619|133.7717|33.0|ISC|ISC|ISC|705237|mb|4.4|NEIS|IRIAN JAYA REGION, INDONESIA
172642|1976-12-27T20:24:09|-8.7582|110.951|82.4|ISC|ISC|ISC|705231|mb|4.4|NEIS|JAVA, INDONESIA
172619|1976-12-27T16:14:25|6.1254|126.7|104.0|ISC|ISC|ISC|705226|mb|5.0|NEIS|MINDANAO, PHILIPPINES
172040|1976-12-24T13:41:59|-4.4176|134.9646|33.0|ISC|ISC|ISC|705105|mb|4.4|NEIS|IRIAN JAYA REGION, INDONESIA
171798|1976-12-23T07:58:19|0.5955|125.203|78.9|ISC|ISC|ISC|705056|mb|5.3|NEIS|NORTHERN MOLUCCA SEA
171660|1976-12-22T15:17:51|6.5107|123.8942|60.0|ISC|ISC|ISC|705026|mb|4.9|NEIS|MINDANAO, PHILIPPINES
171639|1976-12-22T13:10:51|6.635|123.9322|41.5|ISC|ISC|ISC|705022|mb|5.1|NEIS|MINDANAO, PHILIPPINES
171563|1976-12-22T02:13:58|-4.5818|139.7483|17.9|ISC|ISC|ISC|705009|mb|4.7|NEIS|IRIAN JAYA, INDONESIA
171350|1976-12-21T04:17:15|8.9599|126.4139|79.6|ISC|ISC|ISC|704968|mb|5.2|NEIS|MINDANAO, PHILIPPINES
171291|1976-12-20T23:56:57|0.5038|126.1155|61.1|ISC|ISC|ISC|704958|mb|5.5|NEIS|NORTHERN MOLUCCA SEA
171135|1976-12-20T17:21:52|-2.7619|141.3176|48.8|ISC|ISC|ISC|704931|mb|5.3|NEIS|NEAR N COAST OF NEW GUINEA, PNG.
171089|1976-12-20T13:51:07|4.6755|94.7913|105.0|ISC|ISC|ISC|704923|mb|4.7|NEIS|OFF W COAST OF NORTHERN SUMATRA
170860|1976-12-19T11:42:45|-4.5811|135.162|33.0|ISC|ISC|ISC|704880|mb|4.4|NEIS|IRIAN JAYA REGION, INDONESIA
170850|1976-12-19T10:49:10|7.6929|133.6608|33.0|ISC|ISC|ISC|704878|mb|5.8|NEIS|W. CAROLINE ISLANDS, MICRONESIA
170804|1976-12-19T03:49:24|-4.7566|103.1541|97.2|ISC|ISC|ISC|704870|mb|5.2|NEIS|SOUTHERN SUMATRA, INDONESIA
170715|1976-12-18T20:01:12|0.1909|126.2089|46.4|ISC|ISC|ISC|704855|mb|5.3|NEIS|NORTHERN MOLUCCA SEA
170646|1976-12-18T10:53:49|7.8231|94.2565|75.9|ISC|ISC|ISC|704844|mb|4.9|NEIS|NICOBAR ISLANDS, INDIA REGION
170454|1976-12-17T04:27:48|-1.0665|100.2649|113.5|ISC|ISC|ISC|704804|mb|5.2|NEIS|SOUTHERN SUMATRA, INDONESIA
170404|1976-12-16T22:12:09|-1.7657|99.4338|19.7|ISC|ISC|ISC|704794|mb|5.0|NEIS|SOUTHERN SUMATRA, INDONESIA
