#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
360949|1993-12-31T16:53:08|2.9859|96.39|71.3|ISC|ISC|ISC|195832|mb|4.9|NEIC|NORTHERN SUMATRA, INDONESIA
360875|1993-12-31T12:16:47|-6.8412|129.6801|133.2|ISC|ISC|ISC|195805|mb|5.0|NEIC|BANDA SEA
360603|1993-12-30T19:18:45|-1.6355|133.8222|50.7|ISC|ISC|ISC|195710|mb|5.0|NEIC|IRIAN JAYA REGION, INDONESIA
359375|1993-12-28T11:05:54|-3.9457|142.2365|10.0|ISC|ISC|ISC|195330|mb|4.3|NEIC|NEAR N COAST OF NEW GUINEA, PNG.
359355|1993-12-28T10:32:10|-6.4159|102.6528|33.0|ISC|ISC|ISC|195325|mb|4.8|NEIC|SOUTHWEST OF SUMATRA, INDONESIA
359264|1993-12-28T05:42:01|-1.9205|120.9501|69.2|ISC|ISC|ISC|195301|mb|5.1|NEIC|SULAWESI, INDONESIA
359249|1993-12-28T05:34:23|-7.0972|128.2339|120.9|ISC|ISC|ISC|195298|mb|4.3|NEIC|BANDA SEA
359234|1993-12-28T04:57:12|0.9789|121.8255|40.4|ISC|ISC|ISC|195295|mb|4.4|NEIC|MINAHASSA PENINSULA, SULAWESI
359007|1993-12-27T18:21:12|-1.1607|121.3467|46.8|ISC|ISC|ISC|195243|mb|4.8|NEIC|SULAWESI, INDONESIA
358647|1993-12-26T19:54:01|2.9654|125.0503|33.0|ISC|ISC|ISC|195148|mb|4.8|NEIC|TALAUD ISLANDS, INDONESIA
358365|1993-12-26T06:16:05|-12.4661|124.0828|33.0|ISC|ISC|ISC|195078|mb|4.7|NEIC|SOUTH OF TIMOR, INDONESIA
357894|1993-12-25T14:07:14|-5.7629|104.208|80.8|ISC|ISC|ISC|194982|mb|5.1|NEIC|SOUTHERN SUMATRA, INDONESIA
357711|1993-12-25T11:41:53|-8.1687|119.7457|156.5|ISC|ISC|ISC|194946|mb|4.6|NEIC|FLORES REGION, INDONESIA
357224|1993-12-25T03:55:37|0.5647|123.6652|259.7|ISC|ISC|ISC|194850|mb|4.4|ISC|MINAHASSA PENINSULA, SULAWESI
357172|1993-12-25T02:06:03|4.304|127.725|176.9|ISC|ISC|ISC|194838|mb|4.6|NEIC|TALAUD ISLANDS, INDONESIA
357105|1993-12-24T23:40:32|9.646|122.6006|53.8|ISC|ISC|ISC|194823|mb|4.6|NEIC|NEGROS, PHILIPPINES
357085|1993-12-24T22:59:27|-4.2273|135.5263|33.0|ISC|ISC|ISC|194818|mb|4.8|NEIC|IRIAN JAYA REGION, INDONESIA
356615|1993-12-24T08:06:23|7.9894|124.4771|24.4|ISC|ISC|ISC|194716|mb|4.8|ISC|MINDANAO, PHILIPPINES
355378|1993-12-22T10:35:17|-4.9472|132.0928|33.4|ISC|ISC|ISC|194463|mb|5.4|NEIC|IRIAN JAYA REGION, INDONESIA
355166|1993-12-22T02:46:05|0.3175|126.0362|113.3|ISC|ISC|ISC|194417|mb|4.5|NEIC|NORTHERN MOLUCCA SEA
355161|1993-12-22T02:44:53|-4.5021|122.9042|30.2|ISC|ISC|ISC|194416|mb|4.8|NEIC|SULAWESI, INDONESIA
355072|1993-12-21T23:05:39|8.8091|94.4318|33.0|ISC|ISC|ISC|194399|mb|4.5|NEIC|NICOBAR ISLANDS, INDIA REGION
354849|1993-12-21T12:12:37|3.6296|95.7366|74.5|ISC|ISC|ISC|194354|mb|4.8|NEIC|OFF W COAST OF NORTHERN SUMATRA
354293|1993-12-20T13:56:14|-6.8471|131.374|5.9|ISC|ISC|ISC|194231|mw|6.3|NEIC|TANIMBAR ISLANDS REG., INDONESIA
353997|1993-12-20T03:33:01|-8.4607|131.8833|33.0|ISC|ISC|ISC|194171|mb|4.9|ISC|TANIMBAR ISLANDS REG., INDONESIA
353929|1993-12-20T01:13:54|-6.7731|130.1525|87.2|ISC|ISC|ISC|194158|mb|3.1|ISC|BANDA SEA
353888|1993-12-19T23:44:10|3.064|126.8748|92.3|ISC|ISC|ISC|194148|mb|4.4|NEIC|TALAUD ISLANDS, INDONESIA
353565|1993-12-19T10:31:31|5.7297|127.0452|70.6|ISC|ISC|ISC|194086|mb|5.5|NEIC|PHILIPPINE ISLANDS REGION
353553|1993-12-19T10:27:12|-7.1555|129.3872|129.0|ISC|ISC|ISC|194085|mb|4.9|NEIC|BANDA SEA
353480|1993-12-19T07:58:01|-4.4578|133.695|33.0|ISC|ISC|ISC|194067|mb|4.7|ISC|IRIAN JAYA REGION, INDONESIA
353401|1993-12-19T05:00:04|-6.3885|130.334|121.6|ISC|ISC|ISC|194049|mb|3.8|NEIC|BANDA SEA
353301|1993-12-19T00:57:43|0.2366|125.8958|64.1|ISC|ISC|ISC|194028|mb|4.7|ISC|NORTHERN MOLUCCA SEA
