#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
10609553|2017-12-31T17:24:17|-8.1452|106.8825|36.06|us|NEIC PDE|us|us2000cjzz|mb|4.1|us|SOUTH OF JAVA, INDONESIA
10599769|2017-12-31T14:53:32|5.4885|124.9095|39.61|us|NEIC PDE|us|us1000byj1|Mww|5.1|us|MINDANAO, PHILIPPINES
10605446|2017-12-31T13:51:26|-7.2317|123.1615|221.64|us|NEIC PDE|us|us2000cjzy|mb|4.1|us|BANDA SEA
10599691|2017-12-31T01:45:18|-9.373|123.466|103.33|us|NEIC PDE|us|us1000bye2|mb|4.6|us|TIMOR REGION
10599397|2017-12-29T19:14:29|-2.8384|101.0514|40.21|us|NEIC PDE|us|us1000bxtu|mb|5.3|us|SOUTHERN SUMATRA, INDONESIA
10605137|2017-12-28T18:01:40|4.0975|125.8253|10.0|us|NEIC PDE|us|us2000cixb|mb|4.2|us|TALAUD ISLANDS, INDONESIA
10598985|2017-12-28T17:20:19|4.0803|126.7919|23.79|us|NEIC PDE|us|us1000bx7a|Mww|5.7|us|TALAUD ISLANDS, INDONESIA
10598951|2017-12-28T13:08:01|-9.7088|112.9144|54.86|us|NEIC PDE|us|us1000bx5n|mb|4.6|us|SOUTH OF JAVA, INDONESIA
10598755|2017-12-27T23:34:07|5.1878|126.3384|54.79|us|NEIC PDE|us|us1000bwws|mb|4.5|us|MINDANAO, PHILIPPINES
10603837|2017-12-27T15:53:52|-3.0098|129.7348|35.67|us|NEIC PDE|us|us2000cian|mb|4.0|us|SERAM, INDONESIA
10598615|2017-12-27T13:34:31|-6.6743|128.5767|255.83|us|NEIC PDE|us|us1000bwq8|mb|4.6|us|BANDA SEA
10598575|2017-12-27T07:12:50|0.5269|121.1529|98.68|us|NEIC PDE|us|us1000bwln|mb|4.8|us|MINAHASSA PENINSULA, SULAWESI
10599405|2017-12-26T20:18:14|-7.5926|128.5929|136.48|us|NEIC PDE|us|us1000bwh5|mb|4.5|us|BANDA SEA
10599400|2017-12-26T19:14:10|-3.5424|136.9222|87.03|us|NEIC PDE|us|us1000bwg4|mb|4.4|us|IRIAN JAYA, INDONESIA
10598322|2017-12-26T13:57:31|1.8311|127.3453|116.35|us|NEIC PDE|us|us1000bwd3|mb|4.5|us|HALMAHERA, INDONESIA
10598236|2017-12-26T05:29:07|-4.3005|102.2443|54.45|us|NEIC PDE|us|us1000bw8x|mb|4.3|us|SOUTHERN SUMATRA, INDONESIA
10598228|2017-12-26T03:45:11|-6.9613|129.6602|127.39|us|NEIC PDE|us|us1000bw7y|mb|4.7|us|BANDA SEA
10604005|2017-12-25T23:04:31|-6.7169|130.5671|108.69|us|NEIC PDE|us|us2000chuw|mb|4.0|us|BANDA SEA
10598631|2017-12-25T15:25:49|3.1129|127.6432|96.67|us|NEIC PDE|us|us1000bw2i|mb|4.5|us|TALAUD ISLANDS, INDONESIA
10598066|2017-12-25T12:47:39|4.0053|126.5188|34.59|us|NEIC PDE|us|us1000bvzz|Mww|5.1|us|TALAUD ISLANDS, INDONESIA
10604066|2017-12-25T11:52:58|3.644|127.3339|17.89|us|NEIC PDE|us|us2000chui|mb|4.4|us|TALAUD ISLANDS, INDONESIA
10598531|2017-12-25T04:50:05|-3.6088|131.2751|35.32|us|NEIC PDE|us|us1000bvuk|mb|4.5|us|IRIAN JAYA REGION, INDONESIA
10603487|2017-12-25T03:38:14|2.5253|95.8889|30.45|us|NEIC PDE|us|us2000chu7|mb|4.4|us|OFF W COAST OF NORTHERN SUMATRA
10602873|2017-12-24T15:42:09|-7.7717|106.3932|35.0|us|NEIC PDE|us|us1000c2k5|mb|4.5|us|JAVA, INDONESIA
10603159|2017-12-23T21:22:38|-9.1504|112.4266|51.76|us|NEIC PDE|us|us1000c22l|mb|4.2|us|SOUTH OF JAVA, INDONESIA
10597630|2017-12-23T14:51:16|-2.7237|139.4597|101.12|us|NEIC PDE|us|us1000bvd1|Mww|5.0|us|NEAR NORTH COAST OF IRIAN JAYA
10597531|2017-12-23T09:27:50|-7.9502|119.8906|231.36|us|NEIC PDE|us|us1000bvae|mb|4.6|us|FLORES SEA
10602741|2017-12-23T00:22:57|-7.5293|129.2816|95.09|us|NEIC PDE|us|us1000c21t|mb|4.5|us|BANDA SEA
10597338|2017-12-22T17:41:15|-4.3445|101.9407|44.72|us|NEIC PDE|us|us1000bv31|mb|4.7|us|SOUTHERN SUMATRA, INDONESIA
10597225|2017-12-22T05:33:11|3.2855|126.9464|55.36|us|NEIC PDE|us|us1000buww|mb|4.9|us|TALAUD ISLANDS, INDONESIA
10601557|2017-12-21T22:32:27|-0.5602|124.3858|56.04|us|NEIC PDE|us|us1000c138|mb|4.3|us|SOUTHERN MOLUCCA SEA
10602199|2017-12-21T18:08:25|-10.7883|113.6408|10.0|us|NEIC PDE|us|us1000c12y|mb|4.4|us|SOUTH OF JAVA, INDONESIA
10596874|2017-12-20T20:00:27|-5.7198|131.8032|67.75|us|NEIC PDE|us|us1000btwp|mb|4.6|us|BANDA SEA
10600846|2017-12-20T17:32:32|-3.4301|130.3092|38.51|us|NEIC PDE|us|us1000c0pr|mb|4.1|us|SERAM, INDONESIA
10600739|2017-12-19T21:05:18|2.0025|126.733|11.04|us|NEIC PDE|us|us1000bzcu|mb|4.2|us|NORTHERN MOLUCCA SEA
10600910|2017-12-19T16:07:40|1.1859|129.3037|10.0|us|NEIC PDE|us|us1000bzcn|mb|4.3|us|HALMAHERA, INDONESIA
10565295|2017-12-19T15:44:33|-9.848|120.1015|62.17|us|NEIC PDE|us|us1000bt3m|mb|4.0|us|SUMBA REGION, INDONESIA
10600610|2017-12-19T13:39:51|9.9179|126.0618|62.9|us|NEIC PDE|us|us1000bzcl|mb|4.5|us|MINDANAO, PHILIPPINES
10565250|2017-12-19T13:23:32|9.7595|93.5468|15.89|us|NEIC PDE|us|us1000bt2a|mb|4.9|us|NICOBAR ISLANDS, INDIA REGION
10564959|2017-12-18T23:25:34|-9.1053|123.8899|97.15|us|NEIC PDE|us|us1000bsuk|mb|4.7|us|TIMOR REGION
10564935|2017-12-18T21:08:41|-6.0725|128.7475|282.62|us|NEIC PDE|us|us1000bsrl|mb|4.8|us|BANDA SEA
10564766|2017-12-18T15:09:29|0.0655|123.4742|143.05|us|NEIC PDE|us|us2000c5ma|mb|4.9|us|MINAHASSA PENINSULA, SULAWESI
10600324|2017-12-18T13:03:20|5.0257|127.0954|35.0|us|NEIC PDE|us|us1000bz1e|mb|4.3|us|PHILIPPINE ISLANDS REGION
